OBJECTID,VACCINATION_DATE,County,DailyFirstDose,CumulativeFirstDose,DailySecondDose,CumulativeSecondDose
1384,2021/02/08 15:00:00+00,Harford,262,26304,787,8985
1385,2021/02/08 15:00:00+00,Howard,644,36996,502,11375
1386,2021/02/08 15:00:00+00,Kent,315,3236,5,646
1387,2021/02/08 15:00:00+00,Montgomery,2712,92596,2207,22328
1388,2021/02/08 15:00:00+00,Prince George's,1495,41813,899,10173
1389,2021/02/08 15:00:00+00,Queen Anne's,54,5500,38,1874
1390,2021/02/08 15:00:00+00,Somerset,24,2353,32,651
1391,2021/02/08 15:00:00+00,St. Mary's,20,13191,32,5380
1392,2021/02/08 15:00:00+00,Talbot,63,5605,167,1530
1393,2021/02/08 15:00:00+00,Unknown,374,30610,493,9734
1394,2021/02/08 15:00:00+00,Washington,783,15784,211,4143
1395,2021/02/08 15:00:00+00,Wicomico,169,12642,332,4135
1396,2021/02/08 15:00:00+00,Worcester,135,7982,56,1800
1397,2021/02/09 15:00:00+00,Allegany,199,8368,154,2107
1398,2021/02/09 15:00:00+00,Anne Arundel,1041,51417,601,18600
1399,2021/02/09 15:00:00+00,Baltimore,1570,95394,2652,35394
1400,2021/02/09 15:00:00+00,Baltimore City,1096,51169,1143,20056
1401,2021/02/09 15:00:00+00,Calvert,78,10983,244,3233
1402,2021/02/09 15:00:00+00,Caroline,24,3868,20,1363
1403,2021/02/09 15:00:00+00,Carroll,819,17857,245,6448
1404,2021/02/09 15:00:00+00,Cecil,450,9405,211,2090
1405,2021/02/09 15:00:00+00,Charles,739,11273,96,2501
1406,2021/02/09 15:00:00+00,Dorchester,112,3588,142,1209
1407,2021/02/09 15:00:00+00,Frederick,639,28015,607,7337
1408,2021/02/09 15:00:00+00,Garrett,158,3939,3,1363
1409,2021/02/09 15:00:00+00,Harford,422,26726,710,9695
1410,2021/02/09 15:00:00+00,Howard,1106,38102,412,11787
1411,2021/02/09 15:00:00+00,Kent,77,3313,40,686
1412,2021/02/09 15:00:00+00,Montgomery,3552,96148,2504,24832
1413,2021/02/09 15:00:00+00,Prince George's,1441,43254,930,11103
1414,2021/02/09 15:00:00+00,Queen Anne's,193,5693,68,1942
1415,2021/02/09 15:00:00+00,Somerset,15,2368,21,672
1416,2021/02/09 15:00:00+00,St. Mary's,408,13599,805,6185
1417,2021/02/09 15:00:00+00,Talbot,148,5753,135,1665
1418,2021/02/09 15:00:00+00,Unknown,516,31126,521,10255
1419,2021/02/09 15:00:00+00,Washington,374,16158,254,4397
1420,2021/02/09 15:00:00+00,Wicomico,196,12838,168,4303
1421,2021/02/09 15:00:00+00,Worcester,382,8364,248,2048
1422,2021/02/10 15:00:00+00,Allegany,148,8516,202,2309
1423,2021/02/10 15:00:00+00,Anne Arundel,1584,53001,1717,20317
1424,2021/02/10 15:00:00+00,Baltimore,2189,97583,3024,38418
1425,2021/02/10 15:00:00+00,Baltimore City,1412,52581,1369,21425
1426,2021/02/10 15:00:00+00,Calvert,265,11248,482,3715
1427,2021/02/10 15:00:00+00,Caroline,140,4008,126,1489
1428,2021/02/10 15:00:00+00,Carroll,935,18792,746,7194
1429,2021/02/10 15:00:00+00,Cecil,345,9750,483,2573
1430,2021/02/10 15:00:00+00,Charles,200,11473,582,3083
1431,2021/02/10 15:00:00+00,Dorchester,73,3661,31,1240
1432,2021/02/10 15:00:00+00,Frederick,565,28580,1036,8373
1433,2021/02/10 15:00:00+00,Garrett,204,4143,162,1525
1434,2021/02/10 15:00:00+00,Harford,808,27534,1333,11028
1435,2021/02/10 15:00:00+00,Howard,1547,39649,973,12760
1436,2021/02/10 15:00:00+00,Kent,537,3850,52,738
1437,2021/02/10 15:00:00+00,Montgomery,3064,99212,3818,28650
1438,2021/02/10 15:00:00+00,Prince George's,1868,45122,1138,12241
1439,2021/02/10 15:00:00+00,Queen Anne's,180,5873,230,2172
1440,2021/02/10 15:00:00+00,Somerset,138,2506,65,737
1441,2021/02/10 15:00:00+00,St. Mary's,417,14016,991,7176
1442,2021/02/10 15:00:00+00,Talbot,177,5930,243,1908
1443,2021/02/10 15:00:00+00,Unknown,523,31649,771,11026
1444,2021/02/10 15:00:00+00,Washington,505,16663,304,4701
1445,2021/02/10 15:00:00+00,Wicomico,516,13354,347,4650
1446,2021/02/10 15:00:00+00,Worcester,241,8605,86,2134
1447,2021/02/11 15:00:00+00,Allegany,85,8601,4,2313
1448,2021/02/11 15:00:00+00,Anne Arundel,3146,56147,1654,21971
1449,2021/02/11 15:00:00+00,Baltimore,3022,100605,3123,41541
1450,2021/02/11 15:00:00+00,Baltimore City,1220,53801,1278,22703
1451,2021/02/11 15:00:00+00,Calvert,223,11471,97,3812
1452,2021/02/11 15:00:00+00,Caroline,50,4058,26,1515
1453,2021/02/11 15:00:00+00,Carroll,576,19368,639,7833
1454,2021/02/11 15:00:00+00,Cecil,184,9934,200,2773
1455,2021/02/11 15:00:00+00,Charles,1305,12778,131,3214
1456,2021/02/11 15:00:00+00,Dorchester,108,3769,158,1398
1457,2021/02/11 15:00:00+00,Frederick,564,29144,1210,9583
1458,2021/02/11 15:00:00+00,Garrett,42,4185,3,1528
1459,2021/02/11 15:00:00+00,Harford,826,28360,474,11502
1460,2021/02/11 15:00:00+00,Howard,1475,41124,687,13447
1461,2021/02/11 15:00:00+00,Kent,32,3882,15,753
1462,2021/02/11 15:00:00+00,Montgomery,4850,104062,3500,32150
1463,2021/02/11 15:00:00+00,Prince George's,2129,47251,1361,13602
1464,2021/02/11 15:00:00+00,Queen Anne's,183,6056,55,2227
1465,2021/02/11 15:00:00+00,Somerset,34,2540,53,790
1466,2021/02/11 15:00:00+00,St. Mary's,100,14116,32,7208
1467,2021/02/11 15:00:00+00,Talbot,211,6141,72,1980
1468,2021/02/11 15:00:00+00,Unknown,665,32314,675,11701
1469,2021/02/11 15:00:00+00,Washington,504,17167,505,5206
1470,2021/02/11 15:00:00+00,Wicomico,460,13814,450,5100
1471,2021/02/11 15:00:00+00,Worcester,363,8968,149,2283
1472,2021/02/12 15:00:00+00,Allegany,340,8941,536,2849
1473,2021/02/12 15:00:00+00,Anne Arundel,2208,58355,1772,23743
1474,2021/02/12 15:00:00+00,Baltimore,2811,103416,2101,43642
1475,2021/02/12 15:00:00+00,Baltimore City,1454,55255,1474,24177
1476,2021/02/12 15:00:00+00,Calvert,157,11628,484,4296
1477,2021/02/12 15:00:00+00,Caroline,35,4093,38,1553
1478,2021/02/12 15:00:00+00,Carroll,482,19850,606,8439
1479,2021/02/12 15:00:00+00,Cecil,74,10008,352,3125
1480,2021/02/12 15:00:00+00,Charles,248,13026,489,3703
1481,2021/02/12 15:00:00+00,Dorchester,80,3849,166,1564
1482,2021/02/12 15:00:00+00,Frederick,830,29974,1559,11142
1483,2021/02/12 15:00:00+00,Garrett,157,4342,232,1760
1484,2021/02/12 15:00:00+00,Harford,675,29035,579,12081
1485,2021/02/12 15:00:00+00,Howard,1782,42906,980,14427
1486,2021/02/12 15:00:00+00,Kent,21,3903,23,776
1487,2021/02/12 15:00:00+00,Montgomery,4486,108548,3677,35827
1488,2021/02/12 15:00:00+00,Prince George's,2142,49393,1694,15296
1489,2021/02/12 15:00:00+00,Queen Anne's,337,6393,404,2631
1490,2021/02/12 15:00:00+00,Somerset,16,2556,2,792
1491,2021/02/12 15:00:00+00,St. Mary's,46,14162,99,7307
1492,2021/02/12 15:00:00+00,Talbot,121,6262,149,2129
1493,2021/02/12 15:00:00+00,Unknown,681,32995,858,12559
1494,2021/02/12 15:00:00+00,Washington,374,17541,451,5657
1495,2021/02/12 15:00:00+00,Wicomico,80,13894,42,5142
1496,2021/02/12 15:00:00+00,Worcester,93,9061,92,2375
1497,2021/02/13 15:00:00+00,Allegany,46,8987,70,2919
1498,2021/02/13 15:00:00+00,Anne Arundel,678,59033,1272,25015
1499,2021/02/13 15:00:00+00,Baltimore,3139,106555,705,44347
1500,2021/02/13 15:00:00+00,Baltimore City,1390,56645,609,24786
1501,2021/02/13 15:00:00+00,Calvert,39,11667,9,4305
1502,2021/02/13 15:00:00+00,Caroline,1,4094,1,1554
1503,2021/02/13 15:00:00+00,Carroll,193,20043,79,8518
1504,2021/02/13 15:00:00+00,Cecil,273,10281,8,3133
1505,2021/02/13 15:00:00+00,Charles,60,13086,8,3711
1506,2021/02/13 15:00:00+00,Dorchester,1,3850,3,1567
1507,2021/02/13 15:00:00+00,Frederick,650,30624,706,11848
1508,2021/02/13 15:00:00+00,Garrett,29,4371,81,1841
1509,2021/02/13 15:00:00+00,Harford,197,29232,68,12149
1510,2021/02/13 15:00:00+00,Howard,779,43685,512,14939
1511,2021/02/13 15:00:00+00,Kent,2,3905,3,779
1512,2021/02/13 15:00:00+00,Montgomery,1798,110346,580,36407
1513,2021/02/13 15:00:00+00,Prince George's,1103,50496,223,15519
1514,2021/02/13 15:00:00+00,Queen Anne's,32,6425,19,2650
1515,2021/02/13 15:00:00+00,Somerset,3,2559,6,798
1516,2021/02/13 15:00:00+00,St. Mary's,11,14173,4,7311
1517,2021/02/13 15:00:00+00,Talbot,18,6280,7,2136
1518,2021/02/13 15:00:00+00,Unknown,247,33242,164,12723
1519,2021/02/13 15:00:00+00,Washington,20,17561,41,5698
1520,2021/02/13 15:00:00+00,Wicomico,17,13911,47,5189
1521,2021/02/13 15:00:00+00,Worcester,52,9113,655,3030
1522,2021/02/14 15:00:00+00,Allegany,5,8992,18,2937
1523,2021/02/14 15:00:00+00,Anne Arundel,792,59825,624,25639
1524,2021/02/14 15:00:00+00,Baltimore,647,107202,214,44561
1525,2021/02/14 15:00:00+00,Baltimore City,171,56816,113,24899
1526,2021/02/14 15:00:00+00,Calvert,86,11753,6,4311
1527,2021/02/14 15:00:00+00,Caroline,3,4097,6,1560
1528,2021/02/14 15:00:00+00,Carroll,131,20174,14,8532
1529,2021/02/14 15:00:00+00,Cecil,5,10286,1,3134
1530,2021/02/14 15:00:00+00,Charles,120,13206,9,3720
1531,2021/02/14 15:00:00+00,Dorchester,2,3852,2,1569
1532,2021/02/14 15:00:00+00,Frederick,246,30870,18,11866
1533,2021/02/14 15:00:00+00,Garrett,14,4385,0,1841
1534,2021/02/14 15:00:00+00,Harford,169,29401,15,12164
1535,2021/02/14 15:00:00+00,Howard,582,44267,73,15012
1536,2021/02/14 15:00:00+00,Kent,1,3906,3,782
1537,2021/02/14 15:00:00+00,Montgomery,1858,112204,277,36684
1538,2021/02/14 15:00:00+00,Prince George's,1442,51938,181,15700
1539,2021/02/14 15:00:00+00,Queen Anne's,40,6465,13,2663
1540,2021/02/14 15:00:00+00,Somerset,0,2559,1,799
1541,2021/02/14 15:00:00+00,St. Mary's,26,14199,3,7314
1542,2021/02/14 15:00:00+00,Talbot,12,6292,19,2155
1543,2021/02/14 15:00:00+00,Unknown,365,33607,108,12831
1544,2021/02/14 15:00:00+00,Washington,41,17602,138,5836
1545,2021/02/14 15:00:00+00,Wicomico,15,13926,0,5189
1546,2021/02/14 15:00:00+00,Worcester,39,9152,0,3030
1547,2021/02/15 15:00:00+00,Allegany,36,9028,29,2966
1548,2021/02/15 15:00:00+00,Anne Arundel,1923,61748,432,26071
1549,2021/02/15 15:00:00+00,Baltimore,1276,108478,3262,47823
1550,2021/02/15 15:00:00+00,Baltimore City,832,57648,1017,25916
1551,2021/02/15 15:00:00+00,Calvert,147,11900,16,4327
1552,2021/02/15 15:00:00+00,Caroline,3,4100,6,1566
1553,2021/02/15 15:00:00+00,Carroll,234,20408,264,8796
1554,2021/02/15 15:00:00+00,Cecil,253,10539,75,3209
1555,2021/02/15 15:00:00+00,Charles,224,13430,56,3776
1556,2021/02/15 15:00:00+00,Dorchester,6,3858,6,1575
1557,2021/02/15 15:00:00+00,Frederick,397,31267,793,12659
1558,2021/02/15 15:00:00+00,Garrett,4,4389,0,1841
1559,2021/02/15 15:00:00+00,Harford,379,29780,622,12786
1560,2021/02/15 15:00:00+00,Howard,869,45136,1029,16041
1561,2021/02/15 15:00:00+00,Kent,89,3995,181,963
1562,2021/02/15 15:00:00+00,Montgomery,2015,114219,1766,38450
1563,2021/02/15 15:00:00+00,Prince George's,1403,53341,491,16191
1564,2021/02/15 15:00:00+00,Queen Anne's,66,6531,28,2691
1565,2021/02/15 15:00:00+00,Somerset,2,2561,17,816
1566,2021/02/15 15:00:00+00,St. Mary's,220,14419,8,7322
1567,2021/02/15 15:00:00+00,Talbot,29,6321,79,2234
1568,2021/02/15 15:00:00+00,Unknown,408,34015,438,13269
1569,2021/02/15 15:00:00+00,Washington,252,17854,369,6205
1570,2021/02/15 15:00:00+00,Wicomico,34,13960,424,5613
1571,2021/02/15 15:00:00+00,Worcester,47,9199,83,3113
1572,2021/02/16 15:00:00+00,Allegany,119,9147,292,3258
1573,2021/02/16 15:00:00+00,Anne Arundel,2188,63936,1274,27345
1574,2021/02/16 15:00:00+00,Baltimore,1605,110083,4292,52115
1575,2021/02/16 15:00:00+00,Baltimore City,1341,58989,1894,27810
1576,2021/02/16 15:00:00+00,Calvert,117,12017,378,4705
1577,2021/02/16 15:00:00+00,Caroline,9,4109,35,1601
1578,2021/02/16 15:00:00+00,Carroll,497,20905,454,9250
1579,2021/02/16 15:00:00+00,Cecil,246,10785,493,3702
1580,2021/02/16 15:00:00+00,Charles,198,13628,151,3927
1581,2021/02/16 15:00:00+00,Dorchester,48,3906,264,1839
1582,2021/02/16 15:00:00+00,Frederick,642,31909,906,13565
1583,2021/02/16 15:00:00+00,Garrett,41,4430,81,1922
1584,2021/02/16 15:00:00+00,Harford,372,30152,1045,13831
1585,2021/02/16 15:00:00+00,Howard,1040,46176,1108,17149
1586,2021/02/16 15:00:00+00,Kent,27,4022,51,1014
1587,2021/02/16 15:00:00+00,Montgomery,3749,117968,2612,41062
1588,2021/02/16 15:00:00+00,Prince George's,2395,55736,1396,17587
1589,2021/02/16 15:00:00+00,Queen Anne's,106,6637,116,2807
1590,2021/02/16 15:00:00+00,Somerset,37,2598,32,848
1591,2021/02/16 15:00:00+00,St. Mary's,37,14456,588,7910
1592,2021/02/16 15:00:00+00,Talbot,82,6403,138,2372
1593,2021/02/16 15:00:00+00,Unknown,620,34635,611,13880
1594,2021/02/16 15:00:00+00,Washington,401,18255,843,7048
1595,2021/02/16 15:00:00+00,Wicomico,270,14230,571,6184
1596,2021/02/16 15:00:00+00,Worcester,277,9476,604,3717
1597,2021/02/17 15:00:00+00,Allegany,62,9209,916,4174
1598,2021/02/17 15:00:00+00,Anne Arundel,3333,67269,2057,29402
1599,2021/02/17 15:00:00+00,Baltimore,1616,111699,4176,56291
1600,2021/02/17 15:00:00+00,Baltimore City,1157,60146,1884,29694
1601,2021/02/17 15:00:00+00,Calvert,307,12324,403,5108
1602,2021/02/17 15:00:00+00,Caroline,159,4268,69,1670
1603,2021/02/17 15:00:00+00,Carroll,1092,21997,954,10204
1604,2021/02/17 15:00:00+00,Cecil,197,10982,402,4104
1605,2021/02/17 15:00:00+00,Charles,213,13841,1308,5235
1606,2021/02/17 15:00:00+00,Dorchester,233,4139,56,1895
1607,2021/02/17 15:00:00+00,Frederick,729,32638,1782,15347
1608,2021/02/17 15:00:00+00,Garrett,263,4693,29,1951
1609,2021/02/17 15:00:00+00,Harford,776,30928,1560,15391
1610,2021/02/17 15:00:00+00,Howard,1948,48124,796,17945
1611,2021/02/17 15:00:00+00,Kent,200,4222,89,1103
1612,2021/02/17 15:00:00+00,Montgomery,4303,122271,3645,44707
1613,2021/02/17 15:00:00+00,Prince George's,1959,57695,1975,19562
1614,2021/02/17 15:00:00+00,Queen Anne's,204,6841,96,2903
1615,2021/02/17 15:00:00+00,Somerset,19,2617,219,1067
1616,2021/02/17 15:00:00+00,St. Mary's,57,14513,656,8566
1617,2021/02/17 15:00:00+00,Talbot,330,6733,197,2569
1618,2021/02/17 15:00:00+00,Unknown,619,35254,612,14492
1619,2021/02/17 15:00:00+00,Washington,197,18452,877,7925
1620,2021/02/17 15:00:00+00,Wicomico,339,14569,476,6660
1621,2021/02/17 15:00:00+00,Worcester,181,9657,182,3899
1622,2021/02/18 15:00:00+00,Allegany,56,9265,85,4259
1623,2021/02/18 15:00:00+00,Anne Arundel,264,67533,254,29656
1624,2021/02/18 15:00:00+00,Baltimore,388,112087,627,56918
1625,2021/02/18 15:00:00+00,Baltimore City,190,60336,233,29927
1626,2021/02/18 15:00:00+00,Calvert,26,12350,153,5261
1627,2021/02/18 15:00:00+00,Caroline,14,4282,50,1720
1628,2021/02/18 15:00:00+00,Carroll,47,22044,50,10254
1629,2021/02/18 15:00:00+00,Cecil,9,10991,11,4115
1630,2021/02/18 15:00:00+00,Charles,98,13939,118,5353
1631,2021/02/18 15:00:00+00,Dorchester,23,4162,136,2031
1632,2021/02/18 15:00:00+00,Frederick,178,32816,116,15463
1633,2021/02/18 15:00:00+00,Garrett,25,4718,16,1967
1634,2021/02/18 15:00:00+00,Harford,69,30997,162,15553
1635,2021/02/18 15:00:00+00,Howard,195,48319,117,18062
1636,2021/02/18 15:00:00+00,Kent,2,4224,4,1107
1637,2021/02/18 15:00:00+00,Montgomery,663,122934,556,45263
1638,2021/02/18 15:00:00+00,Prince George's,346,58041,176,19738
1639,2021/02/18 15:00:00+00,Queen Anne's,41,6882,9,2912
1640,2021/02/18 15:00:00+00,Somerset,95,2712,52,1119
1641,2021/02/18 15:00:00+00,St. Mary's,11,14524,31,8597
1642,2021/02/18 15:00:00+00,Talbot,53,6786,103,2672
1643,2021/02/18 15:00:00+00,Unknown,251,35505,136,14628
1644,2021/02/18 15:00:00+00,Washington,21,18473,4,7929
1645,2021/02/18 15:00:00+00,Wicomico,136,14705,457,7117
1646,2021/02/18 15:00:00+00,Worcester,93,9750,437,4336
1647,2021/02/19 15:00:00+00,Allegany,62,9327,1002,5261
1648,2021/02/19 15:00:00+00,Anne Arundel,1562,69095,935,30591
1649,2021/02/19 15:00:00+00,Baltimore,1210,113297,2360,59278
1650,2021/02/19 15:00:00+00,Baltimore City,869,61205,1344,31271
1651,2021/02/19 15:00:00+00,Calvert,54,12404,324,5585
1652,2021/02/19 15:00:00+00,Caroline,44,4326,517,2237
1653,2021/02/19 15:00:00+00,Carroll,204,22248,230,10484
1654,2021/02/19 15:00:00+00,Cecil,73,11064,529,4644
1655,2021/02/19 15:00:00+00,Charles,166,14105,207,5560
1656,2021/02/19 15:00:00+00,Dorchester,44,4206,204,2235
1657,2021/02/19 15:00:00+00,Frederick,213,33029,599,16062
1658,2021/02/19 15:00:00+00,Garrett,13,4731,61,2028
1659,2021/02/19 15:00:00+00,Harford,602,31599,1134,16687
1660,2021/02/19 15:00:00+00,Howard,628,48947,614,18676
1661,2021/02/19 15:00:00+00,Kent,5,4229,42,1149
1662,2021/02/19 15:00:00+00,Montgomery,2956,125890,3403,48666
1663,2021/02/19 15:00:00+00,Prince George's,713,58754,1708,21446
1664,2021/02/19 15:00:00+00,Queen Anne's,57,6939,86,2998
1665,2021/02/19 15:00:00+00,Somerset,38,2750,214,1333
1666,2021/02/19 15:00:00+00,St. Mary's,5,14529,32,8629
1667,2021/02/19 15:00:00+00,Talbot,90,6876,643,3315
1668,2021/02/19 15:00:00+00,Unknown,458,35963,669,15297
1669,2021/02/19 15:00:00+00,Washington,35,18508,893,8822
1670,2021/02/19 15:00:00+00,Wicomico,329,15034,686,7803
1671,2021/02/19 15:00:00+00,Worcester,183,9933,202,4538
1672,2021/02/20 15:00:00+00,Allegany,18,9345,2,5263
1673,2021/02/20 15:00:00+00,Anne Arundel,801,69896,1923,32514
1674,2021/02/20 15:00:00+00,Baltimore,1302,114599,3318,62596
1675,2021/02/20 15:00:00+00,Baltimore City,974,62179,1135,32406
1676,2021/02/20 15:00:00+00,Calvert,611,13015,87,5672
1677,2021/02/20 15:00:00+00,Caroline,13,4339,28,2265
1678,2021/02/20 15:00:00+00,Carroll,151,22399,764,11248
1679,2021/02/20 15:00:00+00,Cecil,236,11300,258,4902
1680,2021/02/20 15:00:00+00,Charles,82,14187,950,6510
1681,2021/02/20 15:00:00+00,Dorchester,10,4216,6,2241
1682,2021/02/20 15:00:00+00,Frederick,199,33228,1084,17146
1683,2021/02/20 15:00:00+00,Garrett,4,4735,0,2028
1684,2021/02/20 15:00:00+00,Harford,231,31830,529,17216
1685,2021/02/20 15:00:00+00,Howard,678,49625,2979,21655
1686,2021/02/20 15:00:00+00,Kent,2,4231,19,1168
1687,2021/02/20 15:00:00+00,Montgomery,2545,128435,2543,51209
1688,2021/02/20 15:00:00+00,Prince George's,1217,59971,1571,23017
1689,2021/02/20 15:00:00+00,Queen Anne's,48,6987,71,3069
1690,2021/02/20 15:00:00+00,Somerset,35,2785,144,1477
1691,2021/02/20 15:00:00+00,St. Mary's,25,14554,1164,9793
1692,2021/02/20 15:00:00+00,Talbot,22,6898,20,3335
1693,2021/02/20 15:00:00+00,Unknown,419,36382,406,15703
1694,2021/02/20 15:00:00+00,Washington,37,18545,67,8889
1695,2021/02/20 15:00:00+00,Wicomico,373,15407,225,8028
1696,2021/02/20 15:00:00+00,Worcester,61,9994,251,4789
1697,2021/02/21 15:00:00+00,Allegany,31,9376,2,5265
1698,2021/02/21 15:00:00+00,Anne Arundel,733,70629,1024,33538
1699,2021/02/21 15:00:00+00,Baltimore,523,115122,637,63233
1700,2021/02/21 15:00:00+00,Baltimore City,199,62378,251,32657
1701,2021/02/21 15:00:00+00,Calvert,20,13035,15,5687
1702,2021/02/21 15:00:00+00,Caroline,5,4344,1,2266
1703,2021/02/21 15:00:00+00,Carroll,102,22501,92,11340
1704,2021/02/21 15:00:00+00,Cecil,9,11309,349,5251
1705,2021/02/21 15:00:00+00,Charles,67,14254,33,6543
1706,2021/02/21 15:00:00+00,Dorchester,6,4222,0,2241
1707,2021/02/21 15:00:00+00,Frederick,158,33386,1376,18522
1708,2021/02/21 15:00:00+00,Garrett,2,4737,0,2028
1709,2021/02/21 15:00:00+00,Harford,86,31916,145,17361
1710,2021/02/21 15:00:00+00,Howard,440,50065,323,21978
1711,2021/02/21 15:00:00+00,Kent,2,4233,24,1192
1712,2021/02/21 15:00:00+00,Montgomery,2540,130975,1983,53192
1713,2021/02/21 15:00:00+00,Prince George's,730,60701,640,23657
1714,2021/02/21 15:00:00+00,Queen Anne's,36,7023,19,3088
1715,2021/02/21 15:00:00+00,Somerset,1,2786,0,1477
1716,2021/02/21 15:00:00+00,St. Mary's,9,14563,2,9795
1717,2021/02/21 15:00:00+00,Talbot,17,6915,7,3342
1718,2021/02/21 15:00:00+00,Unknown,210,36592,157,15860
1719,2021/02/21 15:00:00+00,Washington,22,18567,49,8938
1720,2021/02/21 15:00:00+00,Wicomico,23,15430,1,8029
1721,2021/02/21 15:00:00+00,Worcester,15,10009,3,4792
1722,2021/02/22 15:00:00+00,Allegany,174,9550,656,5921
1723,2021/02/22 15:00:00+00,Anne Arundel,671,71300,1483,35021
1724,2021/02/22 15:00:00+00,Baltimore,921,116043,2801,66034
1725,2021/02/22 15:00:00+00,Baltimore City,464,62842,1178,33835
1726,2021/02/22 15:00:00+00,Calvert,58,13093,51,5738
1727,2021/02/22 15:00:00+00,Caroline,7,4351,31,2297
1728,2021/02/22 15:00:00+00,Carroll,316,22817,284,11624
1729,2021/02/22 15:00:00+00,Cecil,123,11432,44,5295
1730,2021/02/22 15:00:00+00,Charles,86,14340,161,6704
1731,2021/02/22 15:00:00+00,Dorchester,16,4238,21,2262
1732,2021/02/22 15:00:00+00,Frederick,336,33722,328,18850
1733,2021/02/22 15:00:00+00,Garrett,4,4741,10,2038
1734,2021/02/22 15:00:00+00,Harford,185,32101,853,18214
1735,2021/02/22 15:00:00+00,Howard,462,50527,476,22454
1736,2021/02/22 15:00:00+00,Kent,37,4270,78,1270
1737,2021/02/22 15:00:00+00,Montgomery,1942,132917,2682,55874
1738,2021/02/22 15:00:00+00,Prince George's,790,61491,1384,25041
1739,2021/02/22 15:00:00+00,Queen Anne's,44,7067,577,3665
1740,2021/02/22 15:00:00+00,Somerset,136,2922,25,1502
1741,2021/02/22 15:00:00+00,St. Mary's,665,15228,68,9863
1742,2021/02/22 15:00:00+00,Talbot,31,6946,160,3502
1743,2021/02/22 15:00:00+00,Unknown,307,36899,393,16253
1744,2021/02/22 15:00:00+00,Washington,37,18604,490,9428
1745,2021/02/22 15:00:00+00,Wicomico,57,15487,350,8379
1746,2021/02/22 15:00:00+00,Worcester,43,10052,75,4867
1747,2021/02/23 15:00:00+00,Allegany,335,9885,47,5968
1748,2021/02/23 15:00:00+00,Anne Arundel,1417,72717,1683,36704
1749,2021/02/23 15:00:00+00,Baltimore,3159,119202,1787,67821
1750,2021/02/23 15:00:00+00,Baltimore City,1376,64218,1051,34886
1751,2021/02/23 15:00:00+00,Calvert,308,13401,182,5920
1752,2021/02/23 15:00:00+00,Caroline,6,4357,56,2353
1753,2021/02/23 15:00:00+00,Carroll,836,23653,182,11806
1754,2021/02/23 15:00:00+00,Cecil,62,11494,842,6137
1755,2021/02/23 15:00:00+00,Charles,801,15141,120,6824
1756,2021/02/23 15:00:00+00,Dorchester,16,4254,80,2342
1757,2021/02/23 15:00:00+00,Frederick,507,34229,640,19490
1758,2021/02/23 15:00:00+00,Garrett,16,4757,17,2055
1759,2021/02/23 15:00:00+00,Harford,448,32549,610,18824
1760,2021/02/23 15:00:00+00,Howard,1072,51599,551,23005
1761,2021/02/23 15:00:00+00,Kent,11,4281,225,1495
1762,2021/02/23 15:00:00+00,Montgomery,2534,135451,2729,58603
1763,2021/02/23 15:00:00+00,Prince George's,1435,62926,1549,26590
1764,2021/02/23 15:00:00+00,Queen Anne's,72,7139,156,3821
1765,2021/02/23 15:00:00+00,Somerset,2,2924,18,1520
1766,2021/02/23 15:00:00+00,St. Mary's,39,15267,1075,10938
1767,2021/02/23 15:00:00+00,Talbot,40,6986,87,3589
1768,2021/02/23 15:00:00+00,Unknown,381,37280,348,16601
1769,2021/02/23 15:00:00+00,Washington,137,18741,75,9503
1770,2021/02/23 15:00:00+00,Wicomico,11,15498,453,8832
1771,2021/02/23 15:00:00+00,Worcester,27,10079,429,5296
1772,2021/02/24 15:00:00+00,Allegany,87,9972,392,6360
1773,2021/02/24 15:00:00+00,Anne Arundel,1352,74069,1716,38420
1774,2021/02/24 15:00:00+00,Baltimore,3097,122299,1810,69631
1775,2021/02/24 15:00:00+00,Baltimore City,1471,65689,1652,36538
1776,2021/02/24 15:00:00+00,Calvert,258,13659,431,6351
1777,2021/02/24 15:00:00+00,Caroline,104,4461,150,2503
1778,2021/02/24 15:00:00+00,Carroll,803,24456,988,12794
1779,2021/02/24 15:00:00+00,Cecil,128,11622,417,6554
1780,2021/02/24 15:00:00+00,Charles,204,15345,1131,7955
1781,2021/02/24 15:00:00+00,Dorchester,73,4327,91,2433
1782,2021/02/24 15:00:00+00,Frederick,624,34853,2071,21561
1783,2021/02/24 15:00:00+00,Garrett,256,5013,55,2110
1784,2021/02/24 15:00:00+00,Harford,1171,33720,1030,19854
1785,2021/02/24 15:00:00+00,Howard,831,52430,1984,24989
1786,2021/02/24 15:00:00+00,Kent,68,4349,272,1767
1787,2021/02/24 15:00:00+00,Montgomery,3394,138845,4558,63161
1788,2021/02/24 15:00:00+00,Prince George's,1258,64184,1684,28274
1789,2021/02/24 15:00:00+00,Queen Anne's,367,7506,148,3969
1790,2021/02/24 15:00:00+00,Somerset,17,2941,178,1698
1791,2021/02/24 15:00:00+00,St. Mary's,414,15681,493,11431
1792,2021/02/24 15:00:00+00,Talbot,114,7100,416,4005
1793,2021/02/24 15:00:00+00,Unknown,651,37931,525,17126
1794,2021/02/24 15:00:00+00,Washington,319,19060,449,9952
1795,2021/02/24 15:00:00+00,Wicomico,259,15757,450,9282
1796,2021/02/24 15:00:00+00,Worcester,33,10112,327,5623
